text	channel	feedbackRating	reviewDate	positiveTopicClass	negativeTopicClass	model
Lavazza a modo mio I bought this machine to make coffee with capsules for its ease of use. It arrived with 3 packs of capsules so you can use it right away!!! A little small if you wanted to put a cup for cappuccino, but just remove the drip tray and you can use it easily	amazon.it	4.0	2021-09-10	Services and Logistics, User Experience		tiny
good excellent purchase	amazon.it	4.0	2021-10-11	User Experience		tiny
For a hot and fragrant espresso in 30 seconds Excellent quality for this machine by Lavazza. Hot coffee and ready in 30 seconds. Small and compact, it is easy to use and clean.	amazon.it	4.0	2020-04-30	Coffee Quality, Design and Materials, User Experience		tiny
...an excellent coffee... I bought this coffee machine 7/8 months ago, and I have to say that it makes an excellent coffee (although obviously it depends on the quality of the coffee). The problem is that it broke a couple of months ago (it leaks water) and through Amazon I had no problems sending it to assistance, but unfortunately due to the great inconvenience of this period I have not yet had an answer. So I await news and for the moment I give 4 stars for Amazon's organization and for the quality of the coffee... I will be more precise on the evaluation once the repair has been carried out...	amazon.it	4.0	2020-04-21	Coffee Quality, User Experience, Services and Logistics	Maintenance and Durability, Services and Logistics, User Experience	tiny
Easy Easy from every point of view. If I were the manufacturer I would insert a light that turns on when it is necessary to clean with a descaler.	amazon.it	5.0	2021-09-25	User Experience		tiny
Excellent Easy to use, excellent coffee, I personally use Borbone capsules	amazon.it	5.0	2021-08-01	Coffee Quality, User Experience		tiny
Great product A great product, makes a great creamy coffee, I highly recommend it	amazon.it	5.0	2021-01-10	Coffee Quality, Design and Materials		tiny
Excellent. Given to grandparents for Christmas, excellent product and above all very easy to use and clean.	amazon.it	5.0	2020-04-23	User Experience		tiny
Good value for money It is a very easy machine to use, it has only one button, it is very convenient and fast. It requires little maintenance. I like the coffee, but it will never be like that of the moka. A couple of things that I did not like are the noise and the vibration that initially moves the cup.	amazon.it	4.0	2020-12-17	Maintenance and Durability, Coffee Quality, User Experience	Maintenance and Durability, Machine Performance	tiny
Very loud, it vibrates all over Very loud, it vibrates all over	amazon.it	1.0	2022-01-06		Maintenance and Durability, Machine Performance	tiny
com.google.android.apps.maps Fantastic it works great	amazon.it	5.0	2020-10-10	Machine Performance		tiny
Excellent Coffee aside from being the best ever, this machine works perfectly.	amazon.it	5.0	2021-08-05	Coffee Quality		tiny
comfortable to use good quality for the price paid	amazon.it	4.0	2021-12-30	Price & worth		tiny
Top machine Lavazza best quality	amazon.it	5.0	2021-10-29	Brand Awareness		tiny
Everything perfect. Small, functional and practical machine. Recommended.	amazon.it	5.0	2021-12-29	Design and Materials, User Experience		tiny
all ok! All OK, excellent, home use!	amazon.it	5.0	2022-01-07	User Experience		tiny
Excellent The machine does its job very well, takes up little space and the capsules are easily available. Recommended purchase.	amazon.it	5.0	2021-11-06	Design and Materials, Capsules and Compatibility		tiny
Lavazza tiny I gave this coffee machine to my parents and they were satisfied with it. The machine is compact, cute and very easy to use. When turned on, it heats up in less than a minute and you choose how much coffee to dispense simply by pressing the button. The taste of coffee is very subjective but for our tastes it is fine, not too strong nor too light. The variety of Lavazza capsules is very wide so you can have fun trying them all!	amazon.it	5.0	2022-01-12	Coffee Quality, Design and Materials, User Experience, Capsules and Compatibility		tiny
Coffee machine Good as a machine it makes a perfect coffee... satisfied	amazon.it	5.0	2022-01-04	Coffee Quality		tiny
Excellent Bella, capsules are found both original and compatible in any store. Excellent coffee flavor	amazon.it	5.0	2021-10-22	Coffee Quality, Design and Materials, Capsules and Compatibility		tiny
all ok excellent all ok excellent	amazon.it	5.0	2021-10-23	User Experience		tiny
So small and so big. So small and so big.	amazon.it	5.0	2022-01-09		Design and Materials	tiny
Perfect Perfect.. my mom is very happy. As usual the package arrived immediately. Everything perfect	amazon.it	5.0	2021-11-04	Services and Logistics		tiny
Nothing to say it's Lavazza What to say nothing Lavazza is always Lavazza Small easy to use and nice aesthetics	amazon.it	5.0	2021-11-25	Brand Awareness, Design and Materials, User Experience		tiny
I love it The first time I drink a good and creamy hot coffee after buying 5 coffee machines in a year	amazon.it	5.0	2022-01-06	Coffee Quality		tiny
GREAT PURCHASE Delivery in 24 hours, beautiful coffee machine aesthetically, perfectly packaged, delicious coffee! Both the machine and the seller are highly recommended!!!	amazon.it	5.0	2021-09-17	Coffee Quality, Design and Materials, Services and Logistics		tiny
Excellent value for money. Simple to use and clean. Takes up very little space Small and discreet, it takes up very little space in the kitchen. In an instant it is hot and ready to make an excellent coffee. The fact that it does not have a collection drawer for used capsules I find an advantage and certainly not a defect: once the coffee is made, the capsule holder support is removed, the used capsule is thrown away and the machine is ready for the next coffee. All at a reasonable price and also with the red quality capsules for free. In short, not to be missed.	amazon.it	5.0	2021-09-20	Price & worth, Coffee Quality, Design and Materials, Capsules and Compatibility		tiny
A guarantee Quanta machine is a marvel. Easy, comfortable and perfectly in sync with my needs. I use it only rarely, with guests at home. It is compact and can be washed with less effort than a moka. The only flaw; as far as I know, biodegradable pods do not exist. Everything else, full marks	amazon.it	5.0	2021-10-21	Design and Materials, User Experience, Capsules and Compatibility	Environmental Impact, Capsules and Compatibility	tiny
good product corresponding to the descriptions. arrived in excellent condition within the expected time.	amazon.it	5.0	2022-01-11	Services and Logistics		tiny
Easy to use Very nice, easy to use.	amazon.it	5.0	2021-08-05	Design and Materials, User Experience		tiny
Excellent Excellent product	amazon.it	5.0	2021-11-11	User Experience		tiny
Coffee machine Beautiful machine, compact and well-functioning and very simple to use.	amazon.it	5.0	2021-09-16	Design and Materials, User Experience		tiny
Perfect Pertetta small and functional excellent Lavazza red coffee... only negative thing since I bought it I drink too much coffee :hot_beverage:	amazon.it	5.0	2022-02-10	Brand Awareness, Design and Materials	User Experience	tiny
Excellent product Already used for a long time, purchased as a gift, works great	amazon.it	4.0	2021-08-08	User Experience		tiny
Small but satisfactory machine Satisfied	amazon.it	4.0	2021-08-22	User Experience		tiny
It happens Unfortunately it arrived with a broken water tank. Things that unfortunately happen. However, Amazon service guaranteed me a replacement by tomorrow. Efficiency can also be seen in these things.	amazon.it	1.0	2021-12-29	Services and Logistics	Maintenance and Durability	tiny
everything's ok! everything's ok!	amazon.it	5.0	2021-11-22	Coffee Quality		tiny
Perfect gift! Arrived very quickly and with a super offer of 60 capsules, it was a more than welcome gift! Easy to use, easy to clean, delicious coffee. Recommended!	amazon.it	5.0	2021-10-29	Price & worth, User Experience, Design and Materials, Coffee Quality, Services and Logistics		tiny
It doesn't heat the water enough It doesn't heat the water enough	amazon.it	2.0	2022-02-09		Machine Performance	tiny
Simple Simple machine to use. To be picky it is a bit slow and is not ideal when there are more than two people, because it allows you to prepare only one cup at a time. For the rest it is ok.	amazon.it	4.0	2022-02-12	User Experience	User Experience	tiny
Excellent product Excellent product perfect machine	amazon.it	5.0	2021-10-28	User Experience		tiny
Top! Lavazza quality is beyond discussion. Easy to use and clean.	amazon.it	5.0	2021-11-04	Brand Awareness, User Experience		tiny
